robot,release_mode,target_dist_m,command_speed_mps,ideal_command_error_m,command_norm_mps,achieved_speed_mps,used_release_speed_mps,speed_ratio,max_joint_util,clipped,landing_x_m,landing_z_m,landing_error_m,hit
franka_panda,commanded,0.7,0.9108333333333334,0.001492645085548916,0.9108333333333334,0.9108333333333333,0.9108333333333334,0.9999999999999999,0.9647359202432243,False,0.7014926450855489,0.0,0.001492645085548916,True
franka_panda,commanded,0.9,1.4633333333333334,0.00042529818222702964,1.4633333333333334,0.9441271069327434,1.4633333333333334,0.645189366924426,1.0,True,0.900425298182227,0.0,0.00042529818222702964,True
franka_panda,commanded,1.1,1.9308333333333334,0.00035623206791757234,1.9308333333333332,0.9441271069327436,1.9308333333333332,0.4889739008715116,1.0000000000000002,True,1.0996437679320825,0.0,0.00035623206791757234,True
kuka_iiwa,commanded,0.7,0.6791666666666667,0.0024494211428611745,0.6791666666666667,0.6791666666666665,0.6791666666666667,0.9999999999999997,0.74785270032151,False,0.6975505788571388,0.0,0.0024494211428611745,True
kuka_iiwa,commanded,0.9,1.2491666666666665,0.0021949879304772324,1.2491666666666665,0.9081556653799411,1.2491666666666665,0.7270092051073579,1.0,True,0.9021949879304773,0.0,0.0021949879304772324,True
kuka_iiwa,commanded,1.1,1.7241666666666666,0.0029355604584393458,1.7241666666666666,0.9081556653799411,1.7241666666666666,0.5267215072285787,1.0,True,1.1029355604584394,0.0,0.0029355604584393458,True
xarm6,commanded,0.7,1.0666666666666669,0.0018307702571246365,1.0666666666666669,1.0666666666666669,1.0666666666666669,1.0,0.8841255865035703,False,0.6981692297428753,0.0,0.0018307702571246365,True
xarm6,commanded,0.9,1.626666666666667,0.001099234513207259,1.626666666666667,1.2064651028650661,1.626666666666667,0.7416793665154094,1.0,True,0.8989007654867928,0.0,0.001099234513207259,True
xarm6,commanded,1.1,2.0,0.04348881991458686,1.9999999999999998,1.2064651028650661,1.9999999999999998,0.6032325514325332,1.0,True,1.0565111800854132,0.0,0.04348881991458686,True
