robot,release_mode,trials,hits,hit_rate_pct,mean_landing_error_m,std_landing_error_m,mean_speed_ratio,min_speed_ratio,mean_joint_util,max_joint_util
franka_panda,achieved,3,1,33.333333333333336,0.19220730815996023,0.1576474167960255,0.7113877559319791,0.4889739008715116,0.9882453067477416,1.0000000000000002
kuka_iiwa,achieved,3,1,33.333333333333336,0.15064971442822206,0.13284701777458222,0.7512435707786453,0.5267215072285787,0.9159509001071701,1.0
xarm6,achieved,3,1,33.333333333333336,0.17098113533169554,0.14481916195413153,0.7816373059826476,0.6032325514325332,0.9613751955011901,1.0
