throw_idx,gt_target_x,gt_target_y,gt_target_z,detection_found,detection_confidence,detection_class_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_surface_m,est_target_x,est_target_y,est_target_z,perception_error_m,surface_vs_vp_error_m,used_target_x,used_target_y,used_ground_truth_fallback,policy_speed_mps,planned_vx,planned_vy,planned_vz,achieved_speed_mps,release_time_s,landing_x,landing_y,landing_z,landing_error_gt_m,landing_error_est_m,hit_gt,hit_est,skipped_throw,skip_reason
1,0.9849569823963146,-0.06312973337829197,0.06,True,0.9627538323402405,throw_target,275.66607666015625,265.1632385253906,317.980224609375,307.2424621582031,1.2079149920159447,0.9680628763632618,-0.07012698449093747,-0.054255985915506975,0.018285850863152306,0.005490022891210564,0.9680628763632618,-0.07012698449093747,False,2.397470291964647,1.9587599918639385,-0.14189360518289998,1.3751324663225841,0.582788239864243,0.6,0.2212002842345675,0.14349391899243102,0.02558102031185827,0.7912127575475204,0.7768124753930276,False,False,False,
2,1.0073923176943598,0.21122752476004047,0.06,True,0.9673897624015808,throw_target,374.59124755859375,273.0081787109375,417.93426513671875,315.31927490234375,1.2011395250179715,0.9926801647850599,0.23181486346591923,-0.05360547521214348,0.025303872395686655,0.005217509819829605,0.9926801647850599,0.23181486346591923,False,2.4803896103632295,1.9785827559440803,0.4620469993217923,1.4226930334743009,0.5948636519385295,0.6,0.7144986526338459,0.06982306429811892,0.020099236026391423,0.32524132651172666,0.3219103861330929,False,False,False,
3,0.5684712500441766,0.30913458205058314,0.06,True,0.9437254071235657,throw_target,400.71978759765625,132.02554321289062,439.79095458984375,170.31228637695312,1.3349816488139945,0.5127391526263895,0.33656278020005703,-0.04598428513649306,0.062115801019648156,0.005395121345436848,0.5127391526263895,0.33656278020005703,False,1.7091897930786502,1.1704578584598933,0.7682903654469075,0.980350990561634,0.676581880433283,0.6,1.0683308066901613,0.15936060610398833,0.007238405567367892,0.5218158873023814,0.5831660968966658,False,False,False,
4,0.9368998806135641,0.28937146781773787,0.06,True,0.96811443567276,throw_target,401.70654296875,248.7989959716797,443.72412109375,290.20635986328125,1.2216961026196957,0.9157330163591204,0.31710635470646953,-0.051236065229682694,0.03488925469391379,0.005570023828970641,0.9157330163591204,0.31710635470646953,False,2.406333421024291,1.8626354520282427,0.6450062712471625,1.3802161483035342,0.6106580246203743,0.6,0.7910586723818486,0.027629276071274363,0.005717157101188267,0.2996308277843404,0.31518355144475746,False,False,False,
5,0.663160741351048,-0.03448603275801769,0.06,True,0.9615658521652222,throw_target,288.2330017089844,160.52297973632812,327.8323059082031,198.66970825195312,1.306475511131913,0.6137201716230553,-0.03778549520369492,-0.049261236853838465,0.04955054376552232,0.005074446517225518,0.6137201716230553,-0.03778549520369492,False,1.7136840534708035,1.401114765559253,-0.0862637692254019,0.982928792421399,0.5823671005164318,0.6,1.662952181857736,-0.13814734663966363,-0.01646849323162844,1.0051510296995707,1.054021020912185,False,False,False,
